gene_id,gene_name,WT_1,WT_2,WT_3,WT_4,KO_1,KO_2,KO_3,KO_4
ENSG00010000280,GENE0281,597.94,479.99,667.90,436.56,552.42,761.21,550.27,679.97
ENSG00010000281,GENE0282,1843.77,1974.57,2444.88,1920.72,2242.12,2326.56,1390.04,1981.39
ENSG00010000282,GENE0283,6.02,3.03,4.25,4.04,14.00,14.97,15.39,21.28
ENSG00010000283,GENE0284,381.31,299.59,263.54,384.44,324.89,172.18,233.60,474.13
ENSG00010000284,GENE0285,5.02,5.96,6.08,4.08,1.58,1.71,2.13,1.45
ENSG00010000285,GENE0286,1861.64,1375.07,1824.18,1855.62,2805.03,1872.75,1416.96,1491.25
ENSG00010000286,GENE0287,121.07,165.18,194.91,125.13,120.41,110.73,138.89,149.58
ENSG00010000287,GENE0288,119.54,117.52,142.14,148.16,57.31,207.81,111.12,83.84
ENSG00010000288,GENE0289,7.10,8.90,10.19,3.07,6.02,4.21,5.45,4.23
ENSG00010000289,GENE0290,7.57,7.28,6.97,8.18,9.62,6.18,6.77,5.34
ENSG00010000290,GENE0291,49.36,28.76,53.02,34.33,32.96,52.70,48.48,40.74
ENSG00010000291,GENE0292,61.58,53.15,58.83,50.47,60.63,39.66,64.23,93.30
ENSG00010000292,GENE0293,7.07,5.78,5.11,6.61,10.78,4.26,4.71,6.72
ENSG00010000293,GENE0294,7.33,4.40,4.22,3.50,6.40,3.99,3.05,3.66
ENSG00010000294,GENE0295,2421.00,1602.96,2427.35,2090.61,2040.30,2160.04,2869.13,1805.26
ENSG00010000295,GENE0296,204.31,359.98,187.68,249.28,471.51,275.89,190.13,397.09
ENSG00010000296,GENE0297,435.44,645.79,751.20,614.73,537.51,474.43,581.06,445.69
ENSG00010000297,GENE0298,41.19,56.43,36.03,58.96,40.61,47.79,40.37,51.78
ENSG00010000298,GENE0299,132.34,94.36,114.02,165.44,164.75,87.38,118.58,123.79
ENSG00010000299,GENE0300,13.90,11.47,8.57,14.31,11.03,8.30,6.77,10.56
ENSG00010000300,GENE0301,37.49,48.70,34.11,42.08,58.00,36.52,47.71,42.83
ENSG00010000301,GENE0302,5.55,5.37,6.45,6.48,3.90,4.28,3.95,10.23
ENSG00010000302,GENE0303,69.03,112.60,140.42,108.53,60.06,75.41,93.48,90.48
ENSG00010000303,GENE0304,14.32,14.07,16.40,18.43,15.63,9.82,11.37,20.35
ENSG00010000304,GENE0305,94.60,70.70,59.60,91.21,64.94,80.68,56.46,81.75
ENSG00010000305,GENE0306,1944.02,1211.02,1311.33,1319.62,1737.00,1342.63,999.40,1284.72
ENSG00010000306,GENE0307,366.08,406.04,478.63,430.76,297.86,522.83,516.71,444.36
ENSG00010000307,GENE0308,927.68,877.57,688.39,1101.64,980.52,1227.10,964.30,997.02
ENSG00010000308,GENE0309,10.87,7.17,8.42,13.34,6.26,7.64,16.83,11.07
ENSG00010000309,GENE0310,191.30,210.61,141.10,278.47,176.80,228.04,163.96,151.30
ENSG00010000310,GENE0311,29.20,36.87,28.71,31.80,38.69,29.25,42.83,40.48
ENSG00010000311,GENE0312,1220.21,716.57,405.18,552.21,502.21,806.27,413.62,564.30
ENSG00010000312,GENE0313,29.29,22.01,27.83,23.73,13.58,29.68,29.37,21.90
ENSG00010000313,GENE0314,44.55,20.86,31.47,39.37,24.62,41.53,23.04,23.10
ENSG00010000314,GENE0315,5.81,6.66,7.31,6.15,4.56,5.61,7.51,4.20
ENSG00010000315,GENE0316,48.40,32.46,24.05,42.68,38.25,42.30,31.27,42.41
ENSG00010000316,GENE0317,1544.80,1483.73,1889.96,1885.01,1085.28,2040.65,1593.61,1560.12
ENSG00010000317,GENE0318,107.24,124.93,129.34,111.89,31.52,23.87,20.12,21.13
ENSG00010000318,GENE0319,244.35,195.41,229.80,314.39,319.42,268.46,222.00,225.94
ENSG00010000319,GENE0320,25.23,28.79,17.24,28.05,28.97,34.66,39.99,20.03
ENSG00010000320,GENE0321,594.43,666.37,607.11,531.34,537.05,355.32,501.68,612.75
ENSG00010000321,GENE0322,41.34,28.25,28.52,41.14,6.99,10.63,4.67,6.89
ENSG00010000322,GENE0323,564.68,513.88,590.40,524.04,2306.55,3077.74,2696.32,2561.56
ENSG00010000323,GENE0324,58.19,62.89,60.23,67.17,54.24,76.58,100.06,61.15
ENSG00010000324,GENE0325,7.41,6.50,11.46,5.67,7.38,8.35,6.43,6.74
ENSG00010000325,GENE0326,11.58,9.65,15.81,16.27,68.63,120.51,81.31,137.70
ENSG00010000326,GENE0327,22.76,25.21,25.92,12.06,15.70,15.91,16.04,16.86
ENSG00010000327,GENE0328,14.96,13.53,9.58,18.35,0.92,1.35,0.85,1.77
ENSG00010000328,GENE0329,6.46,6.76,7.14,5.38,7.88,4.75,6.34,7.09
ENSG00010000329,GENE0330,5473.52,3535.42,3190.89,5033.92,3923.10,3092.76,3192.00,4421.59
ENSG00010000330,GENE0331,8.64,6.52,12.15,9.45,9.52,7.68,8.17,6.05
ENSG00010000331,GENE0332,2194.62,1609.69,2615.53,2221.48,2212.72,1774.83,2286.52,2457.91
ENSG00010000332,GENE0333,25.69,18.09,20.35,30.08,33.61,28.02,29.50,37.76
ENSG00010000333,GENE0334,281.95,568.05,307.86,451.24,251.65,367.91,388.77,313.49
ENSG00010000334,GENE0335,11.39,13.46,16.30,14.24,13.94,12.92,13.23,19.26
ENSG00010000335,GENE0336,73.38,75.37,95.08,52.46,61.98,45.84,51.39,76.01
ENSG00010000336,GENE0337,774.55,829.25,939.41,1253.15,1222.44,852.12,743.72,1090.03
ENSG00010000337,GENE0338,7.34,10.87,7.67,9.97,6.55,9.16,6.93,7.58
ENSG00010000338,GENE0339,657.90,807.55,881.32,804.00,3652.29,5790.38,5416.10,7526.06
ENSG00010000339,GENE0340,365.94,219.08,262.68,287.45,403.37,374.79,438.81,688.40
ENSG00010000340,GENE0341,1156.41,878.23,1001.54,806.62,1155.96,769.09,1010.93,1053.86
ENSG00010000341,GENE0342,1552.20,898.96,853.32,569.20,1199.18,1167.73,1536.45,725.60
ENSG00010000342,GENE0343,10.96,13.22,11.26,13.24,12.97,12.22,19.25,13.49
ENSG00010000343,GENE0344,2985.65,3105.30,4030.78,4026.49,3512.30,3249.54,4053.81,3401.12
ENSG00010000344,GENE0345,165.79,172.53,155.12,183.12,198.06,270.48,211.96,175.08
ENSG00010000345,GENE0346,10.12,9.75,8.64,10.87,12.57,9.03,11.75,12.78
ENSG00010000346,GENE0347,55.10,31.12,25.58,28.52,23.09,44.18,24.99,25.88
ENSG00010000347,GENE0348,28.33,36.85,32.09,35.53,25.06,43.74,26.39,20.19
ENSG00010000348,GENE0349,7.32,9.16,10.32,10.33,9.09,11.93,15.87,12.23
ENSG00010000349,GENE0350,2825.85,1798.17,3011.11,2477.46,2301.72,2440.11,1867.97,2350.18
ENSG00010000350,GENE0351,1678.23,2792.93,2435.62,2384.44,3458.17,2577.81,3702.81,2813.91
ENSG00010000351,GENE0352,101.14,73.08,93.93,65.08,68.25,85.47,68.94,102.27
ENSG00010000352,GENE0353,2201.58,1567.02,1833.46,2245.47,8491.30,17530.14,20170.67,15519.66
ENSG00010000353,GENE0354,22.78,36.59,25.91,27.37,20.55,33.52,19.01,25.23
ENSG00010000354,GENE0355,9.59,18.19,15.18,17.33,20.14,12.00,10.76,13.40
ENSG00010000355,GENE0356,35.10,33.92,54.05,35.86,269.12,219.54,206.24,161.18
ENSG00010000356,GENE0357,5.16,6.19,5.34,4.47,8.22,3.62,7.00,5.28
ENSG00010000357,GENE0358,12.91,11.66,14.92,8.83,11.43,9.97,14.90,13.33
ENSG00010000358,GENE0359,50.14,27.15,27.18,36.48,32.40,17.59,22.40,22.01
ENSG00010000359,GENE0360,11.12,7.47,7.20,9.94,7.17,10.03,9.82,11.12
ENSG00010000360,GENE0361,1839.61,5734.95,3620.61,4559.00,2233.46,2630.39,3432.77,2594.08
ENSG00010000361,GENE0362,13.44,11.45,15.73,18.05,19.98,13.95,12.39,14.86
ENSG00010000362,GENE0363,11.11,9.32,10.36,12.73,11.35,10.18,9.14,11.70
ENSG00010000363,GENE0364,1064.95,827.53,1040.46,763.46,975.91,892.16,801.26,1143.39
ENSG00010000364,GENE0365,9.09,8.05,5.23,6.12,30.61,48.32,49.70,68.21
ENSG00010000365,GENE0366,1145.49,726.88,696.17,747.05,603.67,582.54,690.38,826.33
ENSG00010000366,GENE0367,927.87,895.43,1113.22,1937.79,295.81,457.04,429.84,407.78
ENSG00010000367,GENE0368,100.33,65.54,65.82,146.01,75.46,91.08,95.40,71.84
ENSG00010000368,GENE0369,336.78,158.00,289.42,240.12,220.98,131.94,298.10,273.16
ENSG00010000369,GENE0370,46.63,28.71,42.17,29.48,6.04,8.21,6.01,7.17
ENSG00010000370,GENE0371,1446.09,1921.01,1444.03,2743.51,13141.42,6184.21,14271.72,11732.93
ENSG00010000371,GENE0372,200.91,161.62,158.73,167.97,257.64,116.25,233.84,147.17
ENSG00010000372,GENE0373,595.63,509.79,584.48,968.32,40.26,61.56,58.72,94.00
ENSG00010000373,GENE0374,132.57,150.82,109.53,93.30,161.70,113.00,100.70,168.90
ENSG00010000374,GENE0375,16.83,15.28,23.77,19.77,17.13,22.49,16.73,16.39
ENSG00010000375,GENE0376,10.87,10.85,17.05,15.14,12.80,9.79,9.97,9.81
ENSG00010000376,GENE0377,17.74,10.10,17.86,14.84,15.37,11.73,18.07,16.44
ENSG00010000377,GENE0378,1698.50,1521.37,1336.97,2053.97,581.35,458.80,362.52,718.34
ENSG00010000378,GENE0379,2986.38,3368.33,2235.73,3755.09,2877.89,2945.21,2195.52,1716.29
ENSG00010000379,GENE0380,1482.32,1634.60,1287.85,1171.30,1192.26,706.07,1765.34,1712.25
ENSG00010000380,GENE0381,713.36,1496.37,1488.85,996.21,1310.55,718.04,1104.37,1079.41
ENSG00010000381,GENE0382,21.09,23.85,28.46,33.62,36.37,37.47,42.42,35.41
ENSG00010000382,GENE0383,5.31,5.31,3.84,7.91,5.42,9.22,6.48,5.85
ENSG00010000383,GENE0384,362.92,624.95,313.65,411.19,449.99,517.64,699.39,348.82
ENSG00010000384,GENE0385,464.22,237.55,441.92,329.91,295.09,405.15,418.39,429.62
ENSG00010000385,GENE0386,130.97,81.55,80.34,94.66,20.86,26.17,31.55,36.80
ENSG00010000386,GENE0387,11.03,9.12,11.47,12.70,7.71,14.21,6.95,8.38
ENSG00010000387,GENE0388,1736.77,2932.09,1845.30,2572.80,296.47,373.98,413.81,368.86
ENSG00010000388,GENE0389,18.74,29.11,13.10,24.22,27.95,18.47,28.95,16.09
ENSG00010000389,GENE0390,3727.99,4263.49,3632.72,4191.41,4133.47,3220.84,3439.67,3001.36
ENSG00010000390,GENE0391,487.23,227.42,226.30,337.19,330.90,513.67,255.09,205.45
ENSG00010000391,GENE0392,3982.24,2360.20,3350.20,2863.33,4047.27,3988.86,2967.79,5353.53
ENSG00010000392,GENE0393,850.23,594.79,1090.69,1187.04,1650.91,1186.33,1068.63,695.22
ENSG00010000393,GENE0394,371.56,276.00,245.27,316.04,565.34,416.61,457.61,683.94
ENSG00010000394,GENE0395,962.95,1460.34,1326.32,1420.51,500.94,653.22,815.65,558.75
ENSG00010000395,GENE0396,3853.80,3514.75,4461.41,4947.20,3056.70,2886.75,4060.16,3729.35
ENSG00010000396,GENE0397,69.06,87.97,67.16,72.37,84.55,62.01,69.06,60.78
ENSG00010000397,GENE0398,17.39,35.73,23.56,21.97,19.57,24.81,16.97,18.20
ENSG00010000398,GENE0399,12.97,11.69,20.25,10.31,16.50,9.88,9.37,11.31
ENSG00010000399,GENE0400,528.87,892.93,798.78,692.31,722.04,892.41,914.21,1327.74
ENSG00010000400,GENE0401,4.63,5.58,8.30,4.94,3.75,3.62,4.20,4.62
ENSG00010000401,GENE0402,15.58,22.66,24.08,29.49,25.48,28.97,29.98,27.13
ENSG00010000402,GENE0403,7.10,6.13,5.06,8.96,4.98,5.67,3.92,5.59
ENSG00010000403,GENE0404,7.74,12.60,9.89,6.40,1.24,1.29,0.87,1.24
ENSG00010000404,GENE0405,11.76,14.45,13.58,13.05,16.12,10.49,10.12,12.56
ENSG00010000405,GENE0406,7.17,4.15,6.35,5.35,5.54,7.29,5.89,10.42
ENSG00010000406,GENE0407,8.48,10.13,11.00,8.49,14.72,11.79,8.01,8.94
ENSG00010000407,GENE0408,1113.86,1036.80,1204.73,1008.50,647.34,1244.26,921.94,1094.61
ENSG00010000408,GENE0409,328.87,281.25,416.21,355.44,228.32,341.27,339.81,260.72
ENSG00010000409,GENE0410,70.30,76.73,52.64,90.76,79.27,59.85,71.01,80.27
ENSG00010000410,GENE0411,258.42,278.36,252.66,307.89,200.01,205.23,191.99,241.21
ENSG00010000411,GENE0412,210.32,376.68,404.54,340.42,272.15,244.77,376.92,431.26
ENSG00010000412,GENE0413,6.37,6.30,6.60,5.86,4.34,7.56,4.39,7.84
ENSG00010000413,GENE0414,156.78,214.39,166.76,171.06,195.74,197.18,153.10,201.22
ENSG00010000414,GENE0415,32.38,36.96,34.70,62.99,30.82,30.13,77.24,50.97
ENSG00010000415,GENE0416,1781.25,1036.95,716.77,1381.72,809.76,1296.43,888.83,1244.68
ENSG00010000416,GENE0417,49.81,31.78,35.80,29.62,35.80,27.88,36.23,41.26
ENSG00010000417,GENE0418,70.06,82.77,75.62,77.69,53.64,50.48,63.64,61.45
ENSG00010000418,GENE0419,1165.55,719.10,807.25,683.69,946.94,624.08,687.62,599.53
ENSG00010000419,GENE0420,27.87,31.82,29.27,23.37,13.48,24.49,21.45,22.00
ENSG00010000420,GENE0421,113.42,107.25,172.88,139.99,197.90,185.72,144.38,163.69
ENSG00010000421,GENE0422,527.44,546.51,477.17,419.09,461.39,541.84,325.63,407.14
ENSG00010000422,GENE0423,1481.84,2012.90,1454.30,1269.62,1929.35,1912.71,1372.49,1823.22
ENSG00010000423,GENE0424,5.19,5.41,3.57,4.43,4.54,4.19,4.85,3.56
ENSG00010000424,GENE0425,153.88,115.11,172.47,103.91,97.75,115.12,111.79,96.05
ENSG00010000425,GENE0426,3360.15,2159.29,2300.57,1926.57,4734.75,2859.62,3275.57,1715.53
ENSG00010000426,GENE0427,3.57,6.94,5.34,6.17,5.53,3.61,3.77,9.69
ENSG00010000427,GENE0428,5.30,5.23,4.41,8.38,5.21,3.96,5.91,5.19
ENSG00010000428,GENE0429,16.63,11.27,9.23,13.66,1.39,1.67,1.70,1.44
ENSG00010000429,GENE0430,18.59,30.20,27.67,19.49,25.41,28.15,23.99,20.71
ENSG00010000430,GENE0431,609.74,756.14,806.01,795.02,803.90,453.46,686.14,695.45
ENSG00010000431,GENE0432,1417.76,1473.10,1977.26,1547.04,1512.71,1712.21,1540.31,1429.62
ENSG00010000432,GENE0433,963.04,861.96,602.54,1290.68,581.10,1186.56,958.28,779.99
ENSG00010000433,GENE0434,35.24,36.68,29.03,29.23,29.27,31.22,27.93,25.53
ENSG00010000434,GENE0435,16.28,12.88,15.59,14.90,12.90,12.24,10.32,11.66
ENSG00010000435,GENE0436,540.44,347.53,270.50,490.65,391.06,377.92,504.10,413.60
ENSG00010000436,GENE0437,163.84,181.99,233.17,186.38,246.26,242.32,161.32,169.25
ENSG00010000437,GENE0438,37.29,34.57,25.39,30.67,30.78,36.23,40.19,29.48
ENSG00010000438,GENE0439,1568.83,1597.42,2221.72,1736.95,343.11,357.64,318.91,436.72
ENSG00010000439,GENE0440,209.85,85.75,96.85,99.40,202.90,77.77,84.19,100.50
ENSG00010000440,GENE0441,2673.34,3197.40,2373.42,2742.28,31978.22,21237.76,18800.32,31358.77
ENSG00010000441,GENE0442,80.66,72.48,104.93,140.30,151.23,94.31,149.50,114.29
ENSG00010000442,GENE0443,194.90,182.04,109.73,132.86,131.19,91.62,140.49,119.53
ENSG00010000443,GENE0444,74.47,105.95,97.72,83.51,104.49,119.91,112.46,93.36
ENSG00010000444,GENE0445,119.53,96.36,103.94,77.99,76.78,79.59,164.77,91.99
ENSG00010000445,GENE0446,22.43,23.25,22.32,32.87,27.73,18.23,14.04,18.73
ENSG00010000446,GENE0447,12.36,11.69,8.26,11.13,10.01,10.76,8.65,15.94
ENSG00010000447,GENE0448,397.62,309.63,300.09,347.36,330.55,443.49,323.15,487.94
ENSG00010000448,GENE0449,126.77,96.06,146.57,121.24,139.59,158.68,109.97,78.79
ENSG00010000449,GENE0450,9.39,6.16,5.81,10.22,10.63,9.93,12.00,12.42
ENSG00010000450,GENE0451,245.91,226.20,243.41,126.13,217.51,183.55,174.09,213.71
ENSG00010000451,GENE0452,27.76,42.60,30.13,41.17,49.48,44.00,40.16,52.30
ENSG00010000452,GENE0453,15.56,13.62,17.48,9.68,16.79,10.62,16.35,16.85
ENSG00010000453,GENE0454,25.33,39.45,28.94,27.33,28.67,33.57,37.39,25.10
ENSG00010000454,GENE0455,1271.61,1338.00,1084.36,1083.96,2219.20,965.89,1296.72,1282.48
ENSG00010000455,GENE0456,2792.46,1862.30,1815.30,1936.85,1965.14,1678.91,2135.66,1990.15
ENSG00010000456,GENE0457,530.19,294.23,680.29,575.08,678.68,507.22,418.44,465.21
ENSG00010000457,GENE0458,23.96,25.63,15.53,16.74,20.06,22.41,16.78,30.12
ENSG00010000458,GENE0459,21.66,16.63,24.85,22.93,24.29,19.08,29.43,29.59
ENSG00010000459,GENE0460,9.20,11.50,10.88,8.88,9.18,8.91,9.81,17.31
ENSG00010000460,GENE0461,1139.00,1856.08,1851.45,1182.08,1025.82,1161.22,1592.33,1022.52
ENSG00010000461,GENE0462,1979.36,2203.19,1413.00,1463.09,1129.27,2096.80,1231.81,2509.85
ENSG00010000462,GENE0463,11.95,8.80,10.80,11.07,18.44,8.10,13.09,11.69
ENSG00010000463,GENE0464,266.01,270.22,199.39,199.34,551.31,471.99,382.21,438.41
ENSG00010000464,GENE0465,38.02,31.19,26.83,47.11,39.45,28.04,55.38,39.88
ENSG00010000465,GENE0466,22.61,16.06,14.95,19.02,22.44,24.15,24.81,21.01
ENSG00010000466,GENE0467,3.47,5.13,5.06,4.09,4.50,5.46,5.12,5.50
ENSG00010000467,GENE0468,120.97,243.51,172.48,163.22,234.46,248.52,221.93,160.61
ENSG00010000468,GENE0469,139.96,189.35,153.39,194.72,274.23,143.04,167.83,164.22
ENSG00010000469,GENE0470,573.01,1000.22,813.08,805.64,939.05,895.54,626.65,349.60
ENSG00010000470,GENE0471,7.42,9.32,12.94,10.08,10.32,9.62,10.78,9.32
ENSG00010000471,GENE0472,218.73,133.77,173.70,112.32,26.88,37.57,27.87,27.66
ENSG00010000472,GENE0473,93.47,100.26,148.76,162.56,150.87,156.87,105.48,136.92
ENSG00010000473,GENE0474,192.77,125.06,181.39,180.94,263.14,148.91,215.41,191.22
ENSG00010000474,GENE0475,74.97,55.36,53.13,40.87,64.50,69.45,53.81,57.21
ENSG00010000475,GENE0476,27.05,25.82,24.27,26.77,25.49,25.35,23.85,31.63
ENSG00010000476,GENE0477,134.32,109.14,116.06,75.88,129.86,145.23,162.02,109.41
ENSG00010000477,GENE0478,8.97,5.77,5.08,13.84,3.52,3.71,3.75,4.29
ENSG00010000478,GENE0479,110.85,122.44,122.59,164.09,165.69,131.80,109.25,128.16
ENSG00010000479,GENE0480,558.55,626.80,578.91,910.70,817.45,838.90,701.39,742.08
ENSG00010000480,GENE0481,873.64,954.63,876.60,1485.96,949.03,1215.93,1033.87,1043.33
ENSG00010000481,GENE0482,88.73,87.85,79.06,72.39,140.38,82.18,162.49,112.42
ENSG00010000482,GENE0483,169.59,220.19,139.70,158.81,167.58,153.34,103.91,216.84
ENSG00010000483,GENE0484,1283.46,1040.80,831.45,1561.37,1090.91,1327.95,897.35,1090.60
ENSG00010000484,GENE0485,2020.61,3157.70,3287.94,2875.45,1440.90,976.27,842.83,941.33
ENSG00010000485,GENE0486,157.34,255.06,207.51,177.85,138.88,136.57,246.14,346.39
ENSG00010000486,GENE0487,192.71,269.19,199.80,216.95,275.88,164.29,187.32,190.44
ENSG00010000487,GENE0488,350.22,245.10,285.16,225.57,186.44,223.58,212.08,275.83
ENSG00010000488,GENE0489,10.00,7.30,5.46,7.55,5.74,8.27,8.48,5.08
ENSG00010000489,GENE0490,16.25,18.82,26.05,16.00,53.46,40.07,52.40,49.38
ENSG00010000490,GENE0491,1750.71,858.03,1985.54,841.51,1503.02,1761.33,1054.91,1001.11
ENSG00010000491,GENE0492,56.89,56.98,57.36,47.81,73.13,80.82,61.37,66.38
ENSG00010000492,GENE0493,13.50,9.47,13.41,12.71,11.41,12.66,16.75,7.67
ENSG00010000493,GENE0494,165.73,218.70,186.33,197.84,199.12,208.96,150.76,204.63
ENSG00010000494,GENE0495,127.11,181.95,156.90,135.76,249.97,106.24,224.08,148.76
ENSG00010000495,GENE0496,134.37,82.92,147.28,120.68,234.70,125.61,90.89,168.09
ENSG00010000496,GENE0497,552.58,487.31,781.78,566.79,618.48,563.46,589.76,644.92
ENSG00010000497,GENE0498,147.02,159.44,132.36,187.05,136.87,222.97,137.24,144.84
ENSG00010000498,GENE0499,3.86,4.92,4.92,7.12,7.69,4.79,7.61,3.68
ENSG00010000499,GENE0500,479.17,480.56,569.30,533.33,547.55,588.82,425.37,487.35
ENSG00010000500,GENE0501,14.93,12.20,9.15,15.20,17.29,23.68,12.51,15.86
ENSG00010000501,GENE0502,5.55,7.72,6.35,4.48,4.12,5.15,4.31,6.79
ENSG00010000502,GENE0503,1334.73,2744.91,1555.99,2586.05,2318.39,2442.03,2363.96,1809.14
ENSG00010000503,GENE0504,5.81,9.35,7.01,6.10,6.56,7.68,6.06,5.06
ENSG00010000504,GENE0505,1614.08,2323.93,2073.25,1627.78,6835.80,7791.68,4422.34,4150.65
ENSG00010000505,GENE0506,18.17,13.91,16.22,10.26,9.72,11.01,11.24,12.34
ENSG00010000506,GENE0507,11.97,9.54,8.53,11.43,5.05,5.81,6.01,4.57
ENSG00010000507,GENE0508,11.55,8.12,13.49,9.21,11.18,10.78,11.99,13.97
ENSG00010000508,GENE0509,58.22,83.27,30.68,36.35,69.08,63.51,56.13,53.20
ENSG00010000509,GENE0510,164.00,171.14,160.14,196.47,29.95,20.58,18.15,20.88
ENSG00010000510,GENE0511,2737.27,1591.14,1770.31,2657.71,2405.25,1398.18,1937.83,1657.31
ENSG00010000511,GENE0512,91.60,126.33,62.22,99.39,10.56,17.23,13.59,11.71
ENSG00010000512,GENE0513,49.42,28.88,32.10,33.59,107.05,106.44,105.88,177.38
ENSG00010000513,GENE0514,2306.37,5100.73,5642.14,4523.20,3224.68,3412.50,4257.48,3607.90
ENSG00010000514,GENE0515,2666.22,2492.28,2376.63,1917.62,308.44,467.63,381.67,661.80
ENSG00010000515,GENE0516,253.55,264.71,274.03,282.87,315.10,314.55,229.73,218.11
ENSG00010000516,GENE0517,1279.21,822.10,1207.32,973.30,1124.60,1321.60,1144.56,1359.88
ENSG00010000517,GENE0518,45.02,39.86,56.35,32.27,55.77,38.28,34.45,40.07
ENSG00010000518,GENE0519,203.61,368.31,271.56,297.70,335.67,358.86,376.22,343.47
ENSG00010000519,GENE0520,37.98,36.68,41.15,33.42,20.85,33.33,36.29,39.45
ENSG00010000520,GENE0521,926.25,923.11,945.71,730.51,867.51,730.18,887.86,1107.64
ENSG00010000521,GENE0522,13.57,18.98,13.02,16.43,20.08,11.86,14.37,15.10
ENSG00010000522,GENE0523,1241.20,1302.14,1256.10,889.87,1143.04,804.19,1058.47,1161.78
ENSG00010000523,GENE0524,3224.48,2555.99,3534.22,3085.65,6000.22,2750.75,4188.85,3350.82
ENSG00010000524,GENE0525,2256.94,1781.55,1258.84,2234.89,1493.22,2181.57,1283.62,1515.25
ENSG00010000525,GENE0526,184.17,234.02,148.07,158.52,169.28,153.95,186.21,181.22
ENSG00010000526,GENE0527,59.23,49.21,70.96,70.15,53.23,52.82,74.48,75.40
ENSG00010000527,GENE0528,2328.38,2388.23,2619.36,3615.95,2992.10,3299.13,3163.19,2364.46
ENSG00010000528,GENE0529,940.64,1217.68,738.34,737.63,1249.92,1128.34,718.33,2259.20
ENSG00010000529,GENE0530,30.49,32.20,39.40,24.07,25.50,45.88,40.33,22.33
ENSG00010000530,GENE0531,2157.81,2738.67,2835.64,2718.44,2014.90,2522.04,2162.31,3212.37
ENSG00010000531,GENE0532,324.31,532.80,367.78,336.18,342.70,545.74,391.96,281.07
ENSG00010000532,GENE0533,1895.14,1782.88,2612.14,2981.39,1651.99,2648.33,1435.17,1726.07
ENSG00010000533,GENE0534,348.19,364.15,284.28,413.03,352.92,387.18,336.25,347.40
ENSG00010000534,GENE0535,5.38,8.85,6.02,7.14,5.04,5.26,7.29,8.95
ENSG00010000535,GENE0536,6.35,12.50,6.27,8.97,6.26,8.56,7.53,9.53
ENSG00010000536,GENE0537,153.18,162.42,154.79,129.10,182.68,187.71,249.94,127.40
ENSG00010000537,GENE0538,367.27,371.64,345.52,448.54,2789.85,4073.70,4487.78,3754.53
ENSG00010000538,GENE0539,3076.57,1373.19,2028.49,2028.30,1350.27,2208.84,1700.74,2333.98
ENSG00010000539,GENE0540,1330.73,860.26,1908.55,790.37,2068.20,1051.29,1876.87,1408.50
ENSG00010000540,GENE0541,44.54,67.22,51.81,55.82,78.83,44.33,39.09,36.21
ENSG00010000541,GENE0542,12.59,9.41,4.61,5.01,6.88,8.18,8.94,5.94
ENSG00010000542,GENE0543,53.21,53.48,77.41,63.40,68.05,72.79,80.17,70.63
ENSG00010000543,GENE0544,333.30,383.67,484.97,264.15,529.64,370.71,222.66,345.54
ENSG00010000544,GENE0545,34.73,34.25,34.43,42.94,32.59,62.75,55.44,26.58
ENSG00010000545,GENE0546,10.31,7.20,7.84,11.42,7.56,11.98,8.45,12.70
ENSG00010000546,GENE0547,50.37,41.65,25.01,41.35,13.59,20.03,18.45,11.10
ENSG00010000547,GENE0548,8.12,5.91,6.84,8.52,8.30,7.26,6.07,6.90
ENSG00010000548,GENE0549,3688.51,2839.92,2532.19,2092.07,8853.29,12020.16,13458.74,15777.09
ENSG00010000549,GENE0550,8.18,6.80,3.69,4.06,0.47,0.70,0.96,0.63
ENSG00010000550,GENE0551,196.07,210.59,157.09,191.20,161.83,165.74,136.40,168.72
ENSG00010000551,GENE0552,175.50,273.97,172.49,179.72,167.73,263.28,317.91,217.02
ENSG00010000552,GENE0553,26.29,38.68,35.76,42.01,34.87,46.83,46.02,33.67
ENSG00010000553,GENE0554,349.70,244.08,264.22,287.50,372.59,353.41,407.79,256.38
ENSG00010000554,GENE0555,189.50,218.58,195.28,207.89,548.00,575.04,540.76,566.59
ENSG00010000555,GENE0556,11.97,16.19,19.80,15.68,10.36,10.46,14.37,11.03
ENSG00010000556,GENE0557,32.73,23.18,31.80,28.84,40.35,45.48,35.93,40.30
ENSG00010000557,GENE0558,4217.19,2519.46,3003.27,1965.45,1741.53,3214.69,2155.25,3173.80
ENSG00010000558,GENE0559,881.00,1039.99,891.53,1505.61,1152.59,1512.39,1287.81,845.28
ENSG00010000559,GENE0560,8.94,6.50,7.98,8.21,7.35,7.67,8.95,12.76
ENSG00010000560,GENE0561,2338.41,1738.39,1990.24,3088.90,2469.72,1889.48,3185.22,3207.27
ENSG00010000561,GENE0562,251.18,461.12,375.26,338.38,351.48,308.90,207.25,421.73
ENSG00010000562,GENE0563,2829.68,3144.18,2184.40,4009.27,23971.62,25094.38,25297.25,24667.22
ENSG00010000563,GENE0564,5.88,4.81,4.42,3.49,3.21,3.94,3.97,5.42
ENSG00010000564,GENE0565,7.47,4.51,5.25,6.53,7.75,5.97,6.00,4.66
ENSG00010000565,GENE0566,82.42,77.40,65.57,76.91,62.30,86.70,58.55,52.81
ENSG00010000566,GENE0567,292.98,235.15,134.42,185.60,214.46,255.42,249.90,270.43
