gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00010002300,GENE2301,120.60,-0.1374,0.2908,6.365e-1,8.857e-1
ENSG00010002301,GENE2302,80.09,0.3073,0.1223,1.200e-2,7.015e-2
ENSG00010002302,GENE2303,1152.44,-0.1529,0.2366,5.183e-1,8.318e-1
ENSG00010002303,GENE2304,458.00,0.0834,0.3174,7.926e-1,9.478e-1
ENSG00010002304,GENE2305,15.00,-0.0332,0.2587,8.980e-1,9.712e-1
ENSG00010002305,GENE2306,12.32,0.0888,0.2668,7.393e-1,9.330e-1
ENSG00010002306,GENE2307,140.62,2.8457,0.2014,1.000e-300,1.471e-299
ENSG00010002307,GENE2308,6.89,0.1057,0.2168,6.259e-1,8.813e-1
ENSG00010002308,GENE2309,196.79,0.0892,0.1514,5.556e-1,8.509e-1
ENSG00010002309,GENE2310,248.72,0.3196,0.0666,1.589e-6,1.503e-5
ENSG00010002310,GENE2311,2302.87,0.3199,0.2575,2.140e-1,5.521e-1
ENSG00010002311,GENE2312,52.00,0.5564,0.1811,2.129e-3,1.489e-2
ENSG00010002312,GENE2313,2639.84,2.1470,0.2558,1.000e-300,1.471e-299
ENSG00010002313,GENE2314,1656.65,-0.2424,0.3066,4.292e-1,7.705e-1
ENSG00010002314,GENE2315,17.04,-0.1268,0.1711,4.585e-1,7.939e-1
ENSG00010002315,GENE2316,5.75,-0.1159,0.1547,4.538e-1,7.906e-1
ENSG00010002316,GENE2317,310.79,0.2612,0.3669,4.766e-1,8.025e-1
ENSG00010002317,GENE2318,9.52,-0.3378,0.2741,2.177e-1,5.577e-1
ENSG00010002318,GENE2319,174.77,-0.2507,0.2565,3.285e-1,6.897e-1
ENSG00010002319,GENE2320,10.38,-0.1567,0.2536,5.367e-1,8.421e-1
ENSG00010002320,GENE2321,11.94,0.2448,0.2272,2.812e-1,6.465e-1
ENSG00010002321,GENE2322,771.87,-0.0768,0.2503,7.590e-1,9.391e-1
ENSG00010002322,GENE2323,7.30,0.0533,0.2161,8.052e-1,9.490e-1
ENSG00010002323,GENE2324,729.53,0.0484,0.2940,8.692e-1,9.625e-1
ENSG00010002324,GENE2325,534.71,-0.0217,0.1598,8.921e-1,9.692e-1
ENSG00010002325,GENE2326,23.15,0.2095,0.2084,3.147e-1,6.733e-1
ENSG00010002326,GENE2327,7.53,0.1533,0.2037,4.518e-1,7.880e-1
ENSG00010002327,GENE2328,2285.84,-0.0568,0.2937,8.468e-1,9.586e-1
ENSG00010002328,GENE2329,3.91,0.0164,0.1534,9.149e-1,9.762e-1
ENSG00010002329,GENE2330,2490.36,0.0601,0.1469,6.822e-1,9.055e-1
ENSG00010002330,GENE2331,247.87,0.0693,0.2569,7.875e-1,9.471e-1
ENSG00010002331,GENE2332,269.18,-0.0377,0.2770,8.919e-1,9.692e-1
ENSG00010002332,GENE2333,50.82,0.2718,0.3039,3.711e-1,7.335e-1
ENSG00010002333,GENE2334,13.15,-0.2052,0.2193,3.495e-1,7.099e-1
ENSG00010002334,GENE2335,110.92,-0.1754,0.2444,4.730e-1,7.998e-1
ENSG00010002335,GENE2336,125.64,-0.1918,0.2861,5.025e-1,8.211e-1
ENSG00010002336,GENE2337,569.29,-0.0744,0.2154,7.299e-1,9.287e-1
ENSG00010002337,GENE2338,2217.78,0.0553,0.2178,7.996e-1,9.490e-1
ENSG00010002338,GENE2339,2920.42,0.2468,0.1923,1.992e-1,5.294e-1
ENSG00010002339,GENE2340,81.42,0.0375,0.1877,8.418e-1,9.579e-1
ENSG00010002340,GENE2341,7.67,-2.6366,0.1393,1.000e-300,1.471e-299
ENSG00010002341,GENE2342,63.60,0.2159,0.2111,3.064e-1,6.673e-1
ENSG00010002342,GENE2343,46.32,0.2361,0.3055,4.395e-1,7.776e-1
ENSG00010002343,GENE2344,2027.11,-1.4233,0.2655,8.344e-8,8.400e-7
ENSG00010002344,GENE2345,24.82,-0.3061,0.2583,2.360e-1,5.857e-1
ENSG00010002345,GENE2346,12.70,-0.1977,0.1483,1.823e-1,5.040e-1
ENSG00010002346,GENE2347,413.95,-0.7354,0.3565,3.910e-2,1.816e-1
ENSG00010002347,GENE2348,44.84,-0.0427,0.2784,8.780e-1,9.636e-1
ENSG00010002348,GENE2349,110.39,-0.4863,0.2765,7.869e-2,3.078e-1
ENSG00010002349,GENE2350,221.32,0.1145,0.2061,5.785e-1,8.615e-1
ENSG00010002350,GENE2351,8.69,-0.2267,0.2669,3.958e-1,7.530e-1
ENSG00010002351,GENE2352,4.52,-0.1094,0.1880,5.606e-1,8.532e-1
ENSG00010002352,GENE2353,43.87,-0.2943,0.1857,1.129e-1,3.864e-1
ENSG00010002353,GENE2354,757.80,0.4197,0.1828,2.165e-2,1.144e-1
ENSG00010002354,GENE2355,612.42,-0.0141,0.2887,9.609e-1,9.870e-1
ENSG00010002355,GENE2356,775.92,-0.0313,0.1542,8.393e-1,9.571e-1
ENSG00010002356,GENE2357,2716.61,0.2034,0.2602,4.345e-1,7.751e-1
ENSG00010002357,GENE2358,33.18,-0.1823,0.2660,4.930e-1,8.131e-1
ENSG00010002358,GENE2359,183.54,-0.0826,0.1349,5.406e-1,8.426e-1
ENSG00010002359,GENE2360,18.17,0.1194,0.1529,4.346e-1,7.751e-1
ENSG00010002360,GENE2361,18.45,-0.4274,0.3346,2.015e-1,5.330e-1
ENSG00010002361,GENE2362,100.30,-0.1521,0.3087,6.221e-1,8.787e-1
ENSG00010002362,GENE2363,784.28,-1.8840,0.2996,3.212e-10,3.596e-9
ENSG00010002363,GENE2364,13.26,-0.0079,0.2454,9.743e-1,9.915e-1
ENSG00010002364,GENE2365,1109.20,0.2925,0.2566,2.543e-1,6.066e-1
ENSG00010002365,GENE2366,2851.64,0.0981,0.2206,6.566e-1,8.910e-1
ENSG00010002366,GENE2367,627.08,0.2686,0.1615,9.639e-2,3.541e-1
ENSG00010002367,GENE2368,60.73,0.1167,0.2521,6.435e-1,8.857e-1
ENSG00010002368,GENE2369,7.28,0.0005,0.1520,9.972e-1,9.985e-1
ENSG00010002369,GENE2370,14.23,-0.3170,0.2148,1.400e-1,4.395e-1
ENSG00010002370,GENE2371,31.05,-0.2323,0.2553,3.628e-1,7.250e-1
ENSG00010002371,GENE2372,570.46,0.3729,0.1629,2.205e-2,1.160e-1
ENSG00010002372,GENE2373,1691.90,-0.0532,0.3097,8.635e-1,9.620e-1
ENSG00010002373,GENE2374,4.06,-0.0838,0.3117,7.882e-1,9.471e-1
ENSG00010002374,GENE2375,1176.88,-0.4475,0.1832,1.457e-2,8.200e-2
ENSG00010002375,GENE2376,8.18,0.3685,0.1469,1.210e-2,7.064e-2
ENSG00010002376,GENE2377,13.74,-0.0618,0.2035,7.614e-1,9.400e-1
ENSG00010002377,GENE2378,2992.89,1.1723,0.2678,1.200e-5,1.084e-4
ENSG00010002378,GENE2379,19.60,-1.7012,0.2370,7.190e-13,9.140e-12
ENSG00010002379,GENE2380,25.60,-0.0156,0.1978,9.369e-1,9.787e-1
ENSG00010002380,GENE2381,3257.87,0.0381,0.2556,8.817e-1,9.653e-1
ENSG00010002381,GENE2382,17.38,-0.2701,0.3063,3.779e-1,7.390e-1
ENSG00010002382,GENE2383,951.56,0.1293,0.1794,4.710e-1,7.979e-1
ENSG00010002383,GENE2384,830.10,-0.1517,0.1601,3.433e-1,7.029e-1
ENSG00010002384,GENE2385,12.20,-0.1895,0.2352,4.203e-1,7.645e-1
ENSG00010002385,GENE2386,173.37,-0.0914,0.2378,7.006e-1,9.146e-1
ENSG00010002386,GENE2387,16.08,0.1115,0.1519,4.629e-1,7.966e-1
ENSG00010002387,GENE2388,2817.60,3.2402,0.2148,1.000e-300,1.471e-299
ENSG00010002388,GENE2389,3564.20,0.2573,0.2187,2.394e-1,5.879e-1
ENSG00010002389,GENE2390,322.10,-0.0801,0.2126,7.064e-1,9.174e-1
ENSG00010002390,GENE2391,76.81,-0.1038,0.2620,6.920e-1,9.101e-1
ENSG00010002391,GENE2392,1046.95,-0.2816,0.2333,2.273e-1,5.720e-1
ENSG00010002392,GENE2393,1800.77,-0.3390,0.2493,1.740e-1,4.938e-1
ENSG00010002393,GENE2394,5.81,-0.0542,0.1773,7.598e-1,9.392e-1
ENSG00010002394,GENE2395,3634.27,-0.1936,0.2652,4.653e-1,7.966e-1
ENSG00010002395,GENE2396,2077.70,-0.2262,0.1925,2.401e-1,5.885e-1
ENSG00010002396,GENE2397,345.11,-0.3352,0.3755,3.720e-1,7.337e-1
ENSG00010002397,GENE2398,62.41,0.0220,0.2912,9.397e-1,9.787e-1
ENSG00010002398,GENE2399,82.63,0.1090,0.1779,5.401e-1,8.426e-1
ENSG00010002399,GENE2400,422.96,-0.2226,0.3111,4.744e-1,8.008e-1
ENSG00010002400,GENE2401,17.27,-0.1066,0.1890,5.728e-1,8.609e-1
ENSG00010002401,GENE2402,2970.47,0.2258,0.2179,3.001e-1,6.639e-1
ENSG00010002402,GENE2403,22.06,-0.2131,0.2513,3.965e-1,7.530e-1
ENSG00010002403,GENE2404,6.16,0.1123,0.1498,4.535e-1,7.905e-1
ENSG00010002404,GENE2405,33.96,2.5502,0.1738,1.000e-300,1.471e-299
ENSG00010002405,GENE2406,10.07,0.0773,0.1885,6.818e-1,9.055e-1
ENSG00010002406,GENE2407,8.55,-0.0406,0.2339,8.623e-1,9.620e-1
ENSG00010002407,GENE2408,215.52,0.8137,0.2169,1.762e-4,1.417e-3
ENSG00010002408,GENE2409,7.97,-0.0666,0.2219,7.639e-1,9.408e-1
ENSG00010002409,GENE2410,20.52,0.0202,0.2115,9.238e-1,9.787e-1
ENSG00010002410,GENE2411,2072.89,0.4892,0.2124,2.128e-2,1.128e-1
ENSG00010002411,GENE2412,12.85,0.3760,0.1939,5.252e-2,2.287e-1
ENSG00010002412,GENE2413,685.44,-0.3468,0.3641,3.408e-1,7.010e-1
ENSG00010002413,GENE2414,3357.69,-0.0795,0.1739,6.476e-1,8.874e-1
ENSG00010002414,GENE2415,47.78,-0.1011,0.2937,7.307e-1,9.287e-1
ENSG00010002415,GENE2416,2867.87,-0.1600,0.2192,4.653e-1,7.966e-1
ENSG00010002416,GENE2417,1124.64,0.0867,0.1974,6.603e-1,8.931e-1
ENSG00010002417,GENE2418,976.39,0.1815,0.1571,2.478e-1,5.983e-1
ENSG00010002418,GENE2419,6.42,0.0392,0.2068,8.497e-1,9.598e-1
ENSG00010002419,GENE2420,28.02,-0.3520,0.2728,1.969e-1,5.265e-1
ENSG00010002420,GENE2421,12.54,0.4212,0.2582,1.029e-1,3.672e-1
ENSG00010002421,GENE2422,13.36,0.0313,0.1684,8.526e-1,9.613e-1
ENSG00010002422,GENE2423,744.19,0.8543,0.3666,1.977e-2,1.063e-1
ENSG00010002423,GENE2424,25.46,-0.2808,0.2076,1.763e-1,4.968e-1
ENSG00010002424,GENE2425,11.14,0.2067,0.1227,9.203e-2,3.434e-1
ENSG00010002425,GENE2426,56.78,0.3058,0.1980,1.224e-1,4.023e-1
ENSG00010002426,GENE2427,125.52,0.0356,0.2065,8.632e-1,9.620e-1
ENSG00010002427,GENE2428,1943.73,0.0978,0.1765,5.795e-1,8.615e-1
ENSG00010002428,GENE2429,37.00,-0.0406,0.2075,8.447e-1,9.581e-1
ENSG00010002429,GENE2430,7.44,0.1081,0.1716,5.288e-1,8.358e-1
ENSG00010002430,GENE2431,64.11,0.0574,0.2778,8.362e-1,9.557e-1
ENSG00010002431,GENE2432,129.92,0.2148,0.3198,5.018e-1,8.210e-1
ENSG00010002432,GENE2433,88.66,-0.0422,0.2827,8.813e-1,9.653e-1
ENSG00010002433,GENE2434,17.35,0.3667,0.3729,3.254e-1,6.870e-1
ENSG00010002434,GENE2435,234.85,-0.8228,0.1975,3.106e-5,2.693e-4
ENSG00010002435,GENE2436,204.50,0.0625,0.1346,6.424e-1,8.857e-1
ENSG00010002436,GENE2437,1012.50,2.0844,0.0950,1.000e-300,1.471e-299
ENSG00010002437,GENE2438,356.46,0.3535,0.2850,2.149e-1,5.529e-1
ENSG00010002438,GENE2439,431.47,-0.1640,0.3324,6.218e-1,8.787e-1
ENSG00010002439,GENE2440,100.39,-3.1373,0.2377,1.000e-300,1.471e-299
ENSG00010002440,GENE2441,95.77,-0.0027,0.1906,9.885e-1,9.959e-1
ENSG00010002441,GENE2442,6.42,-0.2997,0.2522,2.348e-1,5.841e-1
ENSG00010002442,GENE2443,3978.24,0.0873,0.2191,6.902e-1,9.089e-1
ENSG00010002443,GENE2444,127.67,0.1891,0.1868,3.114e-1,6.700e-1
ENSG00010002444,GENE2445,5.54,0.5552,0.1712,1.183e-3,8.677e-3
ENSG00010002445,GENE2446,751.26,0.0999,0.2880,7.288e-1,9.287e-1
ENSG00010002446,GENE2447,540.32,-0.4105,0.3140,1.912e-1,5.151e-1
ENSG00010002447,GENE2448,553.46,-0.1529,0.2372,5.192e-1,8.320e-1
ENSG00010002448,GENE2449,5.08,-0.1900,0.1430,1.839e-1,5.057e-1
ENSG00010002449,GENE2450,2272.33,0.1812,0.1763,3.042e-1,6.660e-1
ENSG00010002450,GENE2451,3324.57,0.0525,0.1949,7.875e-1,9.471e-1
ENSG00010002451,GENE2452,143.26,-0.0966,0.2079,6.422e-1,8.857e-1
ENSG00010002452,GENE2453,2676.11,-0.6915,0.1421,1.132e-6,1.081e-5
ENSG00010002453,GENE2454,53.18,0.1199,0.2285,5.997e-1,8.685e-1
ENSG00010002454,GENE2455,29.75,0.2725,0.1672,1.032e-1,3.673e-1
ENSG00010002455,GENE2456,24.20,2.6296,0.1301,1.000e-300,1.471e-299
ENSG00010002456,GENE2457,99.82,0.7496,0.3020,1.306e-2,7.550e-2
ENSG00010002457,GENE2458,157.44,0.0891,0.1211,4.617e-1,7.966e-1
ENSG00010002458,GENE2459,83.00,-0.2110,0.1264,9.507e-2,3.513e-1
ENSG00010002459,GENE2460,1009.18,0.0937,0.1633,5.661e-1,8.578e-1
ENSG00010002460,GENE2461,65.00,-1.3421,0.2673,5.157e-7,4.958e-6
ENSG00010002461,GENE2462,13.64,0.1579,0.1577,3.169e-1,6.757e-1
ENSG00010002462,GENE2463,3.00,-2.0831,0.2900,6.888e-13,8.793e-12
ENSG00010002463,GENE2464,49.46,-0.2840,0.1721,9.886e-2,3.599e-1
ENSG00010002464,GENE2465,1037.98,0.2538,0.1844,1.688e-1,4.889e-1
ENSG00010002465,GENE2466,55.40,-0.0002,0.1931,9.993e-1,1.000e+0
ENSG00010002466,GENE2467,852.85,0.5810,0.1877,1.964e-3,1.380e-2
ENSG00010002467,GENE2468,15.14,-0.0132,0.1661,9.366e-1,9.787e-1
ENSG00010002468,GENE2469,6.90,-0.2763,0.1697,1.035e-1,3.673e-1
ENSG00010002469,GENE2470,32.66,0.3436,0.2302,1.356e-1,4.301e-1
ENSG00010002470,GENE2471,170.69,-0.2701,0.2306,2.416e-1,5.902e-1
ENSG00010002471,GENE2472,95.58,0.1596,0.2032,4.322e-1,7.732e-1
ENSG00010002472,GENE2473,8.00,0.2619,0.1439,6.868e-2,2.830e-1
ENSG00010002473,GENE2474,114.13,0.2538,0.2183,2.451e-1,5.940e-1
ENSG00010002474,GENE2475,2028.04,0.1494,0.2496,5.495e-1,8.483e-1
ENSG00010002475,GENE2476,81.94,0.4211,0.3755,2.621e-1,6.173e-1
ENSG00010002476,GENE2477,462.01,0.0209,0.1227,8.646e-1,9.620e-1
ENSG00010002477,GENE2478,18.47,0.2829,0.2098,1.775e-1,4.968e-1
ENSG00010002478,GENE2479,5.55,-0.0377,0.2429,8.765e-1,9.634e-1
ENSG00010002479,GENE2480,35.21,3.1050,0.1506,1.000e-300,1.471e-299
ENSG00010002480,GENE2481,15.76,0.0431,0.1195,7.185e-1,9.228e-1
ENSG00010002481,GENE2482,2231.77,0.0110,0.2258,9.613e-1,9.870e-1
ENSG00010002482,GENE2483,51.60,-0.1030,0.2184,6.372e-1,8.857e-1
ENSG00010002483,GENE2484,43.83,0.2104,0.0692,2.361e-3,1.625e-2
ENSG00010002484,GENE2485,1532.77,0.6616,0.1740,1.441e-4,1.172e-3
ENSG00010002485,GENE2486,5.83,0.2859,0.1836,1.194e-1,3.986e-1
ENSG00010002486,GENE2487,103.66,0.0796,0.3023,7.923e-1,9.477e-1
ENSG00010002487,GENE2488,573.43,0.4402,0.1577,5.231e-3,3.332e-2
ENSG00010002488,GENE2489,44.43,-0.1831,0.2080,3.788e-1,7.403e-1
ENSG00010002489,GENE2490,85.20,-0.1592,0.3565,6.551e-1,8.905e-1
ENSG00010002490,GENE2491,607.71,-0.1265,0.3082,6.815e-1,9.055e-1
ENSG00010002491,GENE2492,121.44,-0.0670,0.2682,8.026e-1,9.490e-1
ENSG00010002492,GENE2493,799.87,0.2647,0.2627,3.137e-1,6.717e-1
ENSG00010002493,GENE2494,1301.71,0.2612,0.2565,3.085e-1,6.698e-1
ENSG00010002494,GENE2495,1329.70,0.2168,0.2036,2.870e-1,6.539e-1
ENSG00010002495,GENE2496,739.23,-0.0129,0.2346,9.563e-1,9.860e-1
ENSG00010002496,GENE2497,19.87,0.0986,0.2730,7.180e-1,9.228e-1
ENSG00010002497,GENE2498,120.20,0.1171,0.2097,5.768e-1,8.615e-1
ENSG00010002498,GENE2499,89.64,0.0936,0.4505,8.354e-1,9.557e-1
ENSG00010002499,GENE2500,8.69,-0.1136,0.1722,5.094e-1,8.259e-1
ENSG00010002500,GENE2501,843.14,-0.3367,0.2869,2.405e-1,5.891e-1
ENSG00010002501,GENE2502,200.67,0.0660,0.2271,7.713e-1,9.434e-1
ENSG00010002502,GENE2503,1576.99,0.1447,0.1971,4.629e-1,7.966e-1
ENSG00010002503,GENE2504,5.54,-0.0151,0.2015,9.402e-1,9.787e-1
ENSG00010002504,GENE2505,3971.80,0.3011,0.3041,3.221e-1,6.819e-1
ENSG00010002505,GENE2506,37.14,-0.1080,0.1932,5.760e-1,8.614e-1
ENSG00010002506,GENE2507,156.73,0.2522,0.3900,5.179e-1,8.317e-1
ENSG00010002507,GENE2508,193.99,-0.0069,0.2103,9.738e-1,9.915e-1
ENSG00010002508,GENE2509,15.59,0.0605,0.2224,7.856e-1,9.471e-1
ENSG00010002509,GENE2510,3007.74,-0.2791,0.2001,1.630e-1,4.799e-1
ENSG00010002510,GENE2511,2772.67,0.1376,0.2459,5.756e-1,8.614e-1
ENSG00010002511,GENE2512,247.97,0.0464,0.1844,8.015e-1,9.490e-1
ENSG00010002512,GENE2513,2262.32,-0.6891,0.2798,1.377e-2,7.881e-2
ENSG00010002513,GENE2514,451.45,-0.0362,0.3588,9.197e-1,9.774e-1
ENSG00010002514,GENE2515,879.21,-0.4410,0.1499,3.266e-3,2.201e-2
ENSG00010002515,GENE2516,508.23,-0.4057,0.1566,9.570e-3,5.719e-2
ENSG00010002516,GENE2517,379.41,0.0617,0.3159,8.450e-1,9.581e-1
ENSG00010002517,GENE2518,5.47,0.2815,0.2131,1.865e-1,5.091e-1
ENSG00010002518,GENE2519,102.78,-0.3546,0.2403,1.400e-1,4.395e-1
ENSG00010002519,GENE2520,53.74,0.0352,0.2239,8.752e-1,9.634e-1
ENSG00010002520,GENE2521,319.98,-0.1542,0.2592,5.519e-1,8.495e-1
ENSG00010002521,GENE2522,356.56,0.0644,0.3790,8.651e-1,9.620e-1
ENSG00010002522,GENE2523,1223.39,-0.0423,0.3030,8.889e-1,9.673e-1
ENSG00010002523,GENE2524,107.92,-0.4960,0.2132,2.000e-2,1.073e-1
ENSG00010002524,GENE2525,24.24,-0.1909,0.2616,4.655e-1,7.966e-1
ENSG00010002525,GENE2526,259.29,-0.4643,0.3079,1.316e-1,4.244e-1
ENSG00010002526,GENE2527,2.83,-1.8595,0.1870,1.000e-300,1.471e-299
ENSG00010002527,GENE2528,1000.50,0.2495,0.3559,4.832e-1,8.055e-1
ENSG00010002528,GENE2529,190.01,0.1005,0.3074,7.438e-1,9.336e-1
ENSG00010002529,GENE2530,1136.19,-0.0810,0.1482,5.850e-1,8.624e-1
ENSG00010002530,GENE2531,3545.35,-0.6308,0.2793,2.389e-2,1.229e-1
ENSG00010002531,GENE2532,14.05,0.1431,0.1802,4.270e-1,7.689e-1
ENSG00010002532,GENE2533,45.55,0.2336,0.2116,2.695e-1,6.286e-1
ENSG00010002533,GENE2534,85.46,-0.1825,0.1964,3.530e-1,7.121e-1
ENSG00010002534,GENE2535,9.55,-0.0876,0.2537,7.299e-1,9.287e-1
ENSG00010002535,GENE2536,116.16,0.0048,0.3065,9.876e-1,9.958e-1
ENSG00010002536,GENE2537,1944.35,0.0608,0.2504,8.082e-1,9.502e-1
ENSG00010002537,GENE2538,22.81,1.5132,0.2925,2.295e-7,2.265e-6
ENSG00010002538,GENE2539,11.53,0.1185,0.2281,6.034e-1,8.689e-1
ENSG00010002539,GENE2540,8.88,0.3084,0.1895,1.037e-1,3.673e-1
ENSG00010002540,GENE2541,1529.01,0.2659,0.1786,1.365e-1,4.316e-1
ENSG00010002541,GENE2542,1436.43,-0.0632,0.2575,8.062e-1,9.490e-1
ENSG00010002542,GENE2543,3.83,-0.0137,0.1515,9.278e-1,9.787e-1
ENSG00010002543,GENE2544,6.73,-0.0148,0.2082,9.432e-1,9.795e-1
ENSG00010002544,GENE2545,17.41,-0.2055,0.1610,2.019e-1,5.331e-1
ENSG00010002545,GENE2546,136.28,0.6779,0.1761,1.182e-4,9.718e-4
ENSG00010002546,GENE2547,11.05,0.2178,0.1496,1.455e-1,4.468e-1
ENSG00010002547,GENE2548,53.58,-0.0360,0.1904,8.502e-1,9.599e-1
ENSG00010002548,GENE2549,1391.01,-0.0012,0.2613,9.964e-1,9.981e-1
ENSG00010002549,GENE2550,532.24,0.1487,0.1285,2.471e-1,5.973e-1
ENSG00010002550,GENE2551,71.43,0.0456,0.2149,8.320e-1,9.557e-1
ENSG00010002551,GENE2552,21.28,-0.0220,0.1466,8.806e-1,9.652e-1
ENSG00010002552,GENE2553,261.32,1.6372,0.2466,3.149e-11,3.633e-10
ENSG00010002553,GENE2554,36.55,0.4460,0.2774,1.079e-1,3.751e-1
ENSG00010002554,GENE2555,182.66,-0.1694,0.1542,2.718e-1,6.317e-1
ENSG00010002555,GENE2556,1138.11,-0.4576,0.3326,1.689e-1,4.889e-1
ENSG00010002556,GENE2557,6.42,-0.0281,0.1819,8.773e-1,9.634e-1
ENSG00010002557,GENE2558,258.29,-0.4186,0.2412,8.267e-2,3.196e-1
ENSG00010002558,GENE2559,39.30,0.1316,0.3064,6.675e-1,8.980e-1
ENSG00010002559,GENE2560,219.18,2.7445,0.2691,1.000e-300,1.471e-299
ENSG00010002560,GENE2561,36.52,0.6950,0.1969,4.154e-4,3.220e-3
ENSG00010002561,GENE2562,5167.72,2.3089,0.1680,1.000e-300,1.471e-299
ENSG00010002562,GENE2563,1767.19,0.4377,0.1762,1.299e-2,7.521e-2
ENSG00010002563,GENE2564,8.95,-0.1361,0.1764,4.405e-1,7.779e-1
ENSG00010002564,GENE2565,575.46,0.1620,0.1920,3.990e-1,7.546e-1
ENSG00010002565,GENE2566,6.61,0.1410,0.1673,3.993e-1,7.546e-1
ENSG00010002566,GENE2567,3209.09,0.0509,0.2493,8.382e-1,9.569e-1
ENSG00010002567,GENE2568,605.06,0.5679,0.2186,9.380e-3,5.639e-2
ENSG00010002568,GENE2569,493.59,0.0396,0.2369,8.674e-1,9.620e-1
ENSG00010002569,GENE2570,3194.81,-0.0812,0.0577,1.599e-1,4.732e-1
ENSG00010002570,GENE2571,96.99,-0.2621,0.1466,7.375e-2,2.954e-1
ENSG00010002571,GENE2572,377.97,0.1011,0.1222,4.080e-1,7.577e-1
ENSG00010002572,GENE2573,4899.73,2.5735,0.2352,1.000e-300,1.471e-299
ENSG00010002573,GENE2574,137.91,-0.1057,0.2210,6.325e-1,8.844e-1
ENSG00010002574,GENE2575,56.53,0.3393,0.3297,3.034e-1,6.660e-1
ENSG00010002575,GENE2576,36.67,-0.4322,0.2196,4.910e-2,2.173e-1
ENSG00010002576,GENE2577,986.79,-0.4367,0.1544,4.679e-3,3.018e-2
ENSG00010002577,GENE2578,831.24,-2.1635,0.3557,1.191e-9,1.314e-8
ENSG00010002578,GENE2579,27.71,-0.1069,0.1894,5.724e-1,8.609e-1
ENSG00010002579,GENE2580,45.55,-0.2920,0.3742,4.352e-1,7.751e-1
ENSG00010002580,GENE2581,98.60,-3.1482,0.2271,1.000e-300,1.471e-299
ENSG00010002581,GENE2582,49.51,0.2135,0.1891,2.591e-1,6.129e-1
ENSG00010002582,GENE2583,285.88,0.0452,0.2752,8.695e-1,9.625e-1
ENSG00010002583,GENE2584,113.48,0.0174,0.4120,9.664e-1,9.898e-1
ENSG00010002584,GENE2585,10.78,0.0915,0.2326,6.940e-1,9.115e-1
ENSG00010002585,GENE2586,1887.13,-0.3957,0.2111,6.081e-2,2.583e-1
ENSG00010002586,GENE2587,1726.70,0.1722,0.3119,5.809e-1,8.615e-1
ENSG00010002587,GENE2588,39.24,0.3319,0.2072,1.092e-1,3.775e-1
ENSG00010002588,GENE2589,148.41,0.1850,0.3455,5.923e-1,8.661e-1
ENSG00010002589,GENE2590,2165.43,2.0163,0.1968,1.000e-300,1.471e-299
ENSG00010002590,GENE2591,52.97,2.7859,0.1945,1.000e-300,1.471e-299
ENSG00010002591,GENE2592,480.90,-0.4139,0.2570,1.073e-1,3.736e-1
ENSG00010002592,GENE2593,1453.18,-0.0997,0.1874,5.949e-1,8.673e-1
ENSG00010002593,GENE2594,438.27,-0.3224,0.1191,6.763e-3,4.218e-2
ENSG00010002594,GENE2595,4.09,0.1972,0.2704,4.659e-1,7.966e-1
ENSG00010002595,GENE2596,4.56,-0.0918,0.2293,6.889e-1,9.083e-1
ENSG00010002596,GENE2597,64.95,-0.0313,0.2773,9.103e-1,9.741e-1
ENSG00010002597,GENE2598,13.03,0.2876,0.2375,2.259e-1,5.709e-1
ENSG00010002598,GENE2599,1609.06,0.2109,0.1887,2.636e-1,6.198e-1
ENSG00010002599,GENE2600,5.50,-0.1550,0.2103,4.612e-1,7.965e-1
ENSG00010002600,GENE2601,1253.07,0.4748,0.3632,1.911e-1,5.151e-1
ENSG00010002601,GENE2602,64.83,0.1350,0.2709,6.183e-1,8.769e-1
ENSG00010002602,GENE2603,1054.07,0.7571,0.2640,4.138e-3,2.715e-2
ENSG00010002603,GENE2604,25.79,-0.1141,0.0851,1.797e-1,5.006e-1
ENSG00010002604,GENE2605,24.51,-0.1033,0.2074,6.183e-1,8.769e-1
ENSG00010002605,GENE2606,1877.69,0.1126,0.2167,6.034e-1,8.689e-1
ENSG00010002606,GENE2607,2440.17,2.8416,0.2603,1.000e-300,1.471e-299
ENSG00010002607,GENE2608,1368.37,0.2001,0.2384,4.014e-1,7.546e-1
ENSG00010002608,GENE2609,6.43,-0.0819,0.3199,7.981e-1,9.490e-1
ENSG00010002609,GENE2610,88.18,-0.2493,0.2879,3.865e-1,7.460e-1
ENSG00010002610,GENE2611,4170.10,0.3770,0.4340,3.850e-1,7.456e-1
ENSG00010002611,GENE2612,319.12,1.6382,0.2400,8.827e-12,1.047e-10
ENSG00010002612,GENE2613,1813.82,0.2557,0.1553,9.981e-2,3.615e-1
ENSG00010002613,GENE2614,581.08,0.2940,0.2011,1.438e-1,4.450e-1
ENSG00010002614,GENE2615,384.70,-0.4791,0.2281,3.571e-2,1.700e-1
ENSG00010002615,GENE2616,6.94,0.0075,0.2091,9.714e-1,9.915e-1
ENSG00010002616,GENE2617,12.77,0.6921,0.2168,1.414e-3,1.024e-2
ENSG00010002617,GENE2618,8.28,0.1695,0.2190,4.389e-1,7.776e-1
ENSG00010002618,GENE2619,645.82,0.5080,0.1218,3.021e-5,2.627e-4
